time,generation_cross_border_electricity_trading_mw,generation_nuclear_mw,generation_hydro_run_of_river_mw,generation_biomass_mw,generation_fossil_brown_coal_lignite_mw,generation_fossil_hard_coal_mw,generation_fossil_oil_mw,generation_fossil_gas_mw,generation_geothermal_mw,generation_hydro_water_reservoir_mw,generation_others_mw,generation_other_renewables_mw,generation_waste_mw,wind_onshore_generation_mw,solar_generation_mw,load_mw,residual_load_mw,renewable_share_of_load_pct,renewable_share_of_generation_pct,day_ahead_price_eur_mwh,flow_austria_gw,flow_croatia_gw,flow_romania_gw,flow_serbia_gw,flow_slovakia_gw,flow_slovenia_gw,flow_ukraine_gw,flow_sum_gw,net_import_mw
2026-07-26 22:00:00+00:00,1879.1,1853.1,5.3,119.7,116.8,0.0,0.0,125.4,0.2,4.6,21.9,15.5,5.5,24.8,3.0,4187.8,4160.0,4.2,7.7,131.17,0.284,-0.789,-0.094,-0.17,2.371,-0.355,0.607,1.853,3707.0
2026-07-26 22:15:00+00:00,1740.2,1852.3,5.2,130.3,116.5,0.0,0.0,119.2,0.2,4.6,20.7,16.6,5.1,24.7,1.1,4099.3,4073.5,4.5,8.1,111.54,0.328,-0.814,-0.117,-0.17,2.301,-0.338,0.607,1.796,3593.0
2026-07-26 22:30:00+00:00,1674.1,1852.5,5.2,132.2,117.2,0.0,0.0,115.0,0.2,4.6,20.6,16.5,5.2,30.3,1.5,4014.4,3982.5,4.8,8.4,112.37,0.297,-0.816,-0.136,-0.17,2.252,-0.327,0.607,1.706,3413.0
2026-07-26 22:45:00+00:00,1635.1,1854.0,5.2,132.2,116.4,0.0,0.0,107.5,0.2,4.6,21.0,15.5,5.8,30.4,1.5,3939.4,3907.5,4.9,8.4,103.63,0.276,-0.836,-0.113,-0.17,2.203,-0.356,0.607,1.61,3221.0
2026-07-26 23:00:00+00:00,1472.0,1853.9,5.2,132.1,116.8,0.0,0.0,113.4,0.2,4.6,30.0,16.0,6.1,28.8,0.3,3839.5,3810.4,5.0,8.2,116.99,0.223,-0.869,-0.112,-0.202,2.23,-0.395,0.576,1.449,2900.0000000000005
2026-07-26 23:15:00+00:00,1448.1,1853.5,5.2,131.5,116.9,0.0,0.0,111.2,0.2,4.6,28.3,16.3,5.7,26.0,0.9,3760.7,3733.9,5.0,8.2,101.36,0.255,-0.871,-0.121,-0.202,2.145,-0.386,0.576,1.396,2792.0
2026-07-26 23:30:00+00:00,1506.7,1854.1,5.2,131.5,107.7,0.0,0.0,103.0,0.2,4.6,21.6,15.3,6.1,27.8,0.3,3786.4,3758.3,5.0,8.3,84.62,0.405,-0.932,-0.246,-0.202,2.255,-0.352,0.576,1.503,3006.9999999999995
2026-07-26 23:45:00+00:00,1460.0,1854.1,5.2,132.2,101.3,0.0,0.0,109.8,0.2,4.6,27.9,15.6,6.1,25.7,0.2,3739.3,3713.4,5.0,8.2,69.23,0.355,-0.957,-0.169,-0.202,2.291,-0.382,0.576,1.512,3024.0
2026-07-27 00:00:00+00:00,1381.6,1853.4,5.2,132.4,92.3,0.0,0.0,112.1,0.2,4.6,23.3,16.3,5.7,26.1,0.7,3680.6,3653.8,5.1,8.3,95.32,0.29,-0.876,-0.125,-0.185,2.131,-0.386,0.532,1.38,2760.9999999999995
2026-07-27 00:15:00+00:00,1391.3,1853.5,5.2,132.3,91.2,0.0,0.0,111.6,0.2,4.6,20.6,16.4,6.5,29.8,0.2,3658.5,3628.5,5.2,8.4,72.2,0.29,-0.871,-0.129,-0.185,2.116,-0.371,0.532,1.382,2764.0000000000005
2026-07-27 00:30:00+00:00,1374.4,1853.2,5.2,132.2,91.9,0.0,0.0,113.5,0.2,4.6,21.4,16.1,5.5,28.1,0.2,3628.6,3600.2,5.2,8.3,83.65,0.231,-0.878,-0.12,-0.185,2.133,-0.381,0.532,1.332,2664.0
2026-07-27 00:45:00+00:00,1286.8,1852.9,5.2,132.2,91.5,0.0,0.0,118.8,0.2,4.6,26.7,16.4,6.2,26.6,0.5,3618.6,3591.5,5.2,8.3,72.88,0.211,-0.878,-0.159,-0.185,2.173,-0.378,0.532,1.316,2631.9999999999995
2026-07-27 01:00:00+00:00,1310.1,1852.9,5.2,132.3,92.1,0.0,0.0,118.4,0.2,4.6,26.9,16.1,5.9,27.4,0.5,3629.3,3601.4,5.2,8.3,85.0,0.219,-0.953,-0.179,-0.255,2.295,-0.4,0.51,1.237,2473.9999999999995
2026-07-27 01:15:00+00:00,1369.2,1852.0,5.1,132.3,91.7,0.0,0.0,114.7,0.2,4.6,21.7,14.6,5.9,28.7,0.2,3635.0,3606.1,5.2,8.3,72.98,0.264,-1.025,-0.219,-0.255,2.448,-0.397,0.51,1.326,2652.0
2026-07-27 01:30:00+00:00,1304.2,1851.6,5.2,132.4,91.6,0.0,0.0,109.8,0.2,4.6,21.0,15.5,6.1,32.0,0.1,3653.4,3621.2,5.3,8.5,75.99,0.342,-1.046,-0.249,-0.255,2.467,-0.382,0.51,1.388,2775.0
2026-07-27 01:45:00+00:00,1347.5,1851.7,5.2,132.4,91.2,0.0,0.0,110.6,0.2,4.6,21.2,16.0,6.0,36.9,0.1,3671.7,3634.6,5.4,8.7,74.03,0.391,-1.108,-0.26,-0.255,2.553,-0.389,0.51,1.442,2883.9999999999995
2026-07-27 02:00:00+00:00,1460.7,1852.3,5.2,132.3,91.2,0.0,0.0,105.2,0.2,4.6,21.2,15.1,6.0,48.8,0.2,3730.5,3681.5,5.6,9.2,70.08,0.405,-1.101,-0.238,-0.284,2.568,-0.392,0.496,1.453,2907.0
2026-07-27 02:15:00+00:00,1542.2,1851.5,5.2,132.2,91.2,0.0,0.0,109.4,0.2,4.6,20.7,16.1,6.3,43.4,0.1,3769.7,3726.2,5.4,9.0,71.72,0.423,-1.064,-0.211,-0.284,2.492,-0.402,0.496,1.449,2899.0
2026-07-27 02:30:00+00:00,1484.5,1851.1,5.2,132.2,91.7,0.0,0.0,109.2,0.2,4.6,22.5,16.2,5.9,38.6,0.2,3796.9,3758.1,5.3,8.8,72.28,0.48,-1.1,-0.223,-0.284,2.55,-0.401,0.496,1.517,3034.9999999999995
2026-07-27 02:45:00+00:00,1551.3,1851.5,5.1,132.3,90.9,0.0,0.0,112.0,0.2,4.6,22.5,16.2,6.2,42.0,0.1,3844.0,3801.9,5.3,8.9,91.95,0.424,-1.082,-0.212,-0.284,2.594,-0.396,0.496,1.539,3078.9999999999995
2026-07-27 03:00:00+00:00,1542.5,1851.1,6.1,132.4,95.7,0.0,0.0,115.1,0.2,4.7,30.2,16.3,6.0,48.9,0.4,3900.6,3851.3,5.4,9.2,73.02,0.486,-1.042,-0.243,-0.234,2.537,-0.324,0.44,1.62,3239.9999999999995
2026-07-27 03:15:00+00:00,1478.3,1850.1,6.1,132.3,104.9,0.0,0.0,131.3,0.2,4.8,35.1,15.8,6.7,48.2,9.3,3891.9,3834.4,5.7,9.4,117.14,0.411,-1.01,-0.241,-0.234,2.519,-0.351,0.44,1.534,3068.0
2026-07-27 03:30:00+00:00,1493.8,1849.9,6.1,132.5,115.2,0.0,0.0,129.9,0.2,4.8,30.5,15.7,6.2,44.2,45.2,3932.5,3843.1,6.4,10.6,125.97,0.39,-0.964,-0.227,-0.234,2.469,-0.366,0.44,1.509,3017.0
2026-07-27 03:45:00+00:00,1561.9,1850.7,6.1,132.6,117.8,0.0,0.0,126.8,0.2,4.8,34.7,15.9,6.2,45.8,112.3,4039.4,3881.3,7.9,13.1,139.23,0.404,-0.949,-0.191,-0.234,2.432,-0.371,0.44,1.532,3062.9999999999995
2026-07-27 04:00:00+00:00,1770.2,1852.5,7.2,132.5,120.5,0.0,0.0,112.5,0.2,4.7,23.9,14.8,6.7,67.5,192.3,4197.5,3937.7,10.1,16.7,104.65,0.462,-0.797,-0.066,-0.113,2.047,-0.325,0.56,1.768,3536.0000000000005
2026-07-27 04:15:00+00:00,1913.8,1851.7,7.3,132.2,127.7,0.0,0.0,108.7,0.2,4.7,22.8,14.9,6.2,84.8,289.8,4403.7,4029.1,12.2,20.3,118.87,0.549,-0.747,-0.033,-0.113,1.934,-0.316,0.56,1.834,3668.0
2026-07-27 04:30:00+00:00,1971.4,1852.0,7.3,132.2,128.0,0.0,0.0,109.2,0.2,4.7,30.4,14.6,6.2,88.6,406.6,4504.1,4008.9,14.6,23.6,126.69,0.495,-0.692,0.013,-0.113,1.812,-0.341,0.56,1.734,3468.0
2026-07-27 04:45:00+00:00,1979.7,1852.2,7.3,132.4,130.4,0.0,0.0,116.4,0.2,4.7,24.0,14.5,5.7,69.3,538.9,4541.6,3933.4,17.0,26.6,134.57,0.436,-0.668,0.023,-0.113,1.718,-0.36,0.56,1.596,3192.0
2026-07-27 05:00:00+00:00,1748.9,1852.2,7.3,132.8,126.9,0.0,0.0,117.7,0.2,4.7,24.2,13.6,5.5,56.1,686.1,4557.7,3815.5,19.8,29.8,136.04,0.359,-0.624,0.091,-0.099,1.533,-0.378,0.632,1.515,3029.0
2026-07-27 05:15:00+00:00,1596.4,1851.5,7.3,132.6,132.2,0.0,0.0,116.6,0.2,4.7,26.9,13.6,6.2,59.4,897.5,4530.6,3573.7,24.7,34.4,133.5,0.306,-0.68,0.104,-0.099,1.496,-0.405,0.632,1.355,2708.9999999999995
2026-07-27 05:30:00+00:00,1364.4,1850.5,7.3,132.7,131.2,0.0,0.0,112.2,0.2,4.7,31.0,13.3,5.6,72.4,1099.9,4569.1,3396.8,29.2,38.5,126.09,0.272,-0.721,0.151,-0.099,1.417,-0.445,0.632,1.208,2415.0
2026-07-27 05:45:00+00:00,1072.8,1850.8,7.3,132.7,133.4,0.0,0.0,114.7,0.2,4.7,37.2,13.6,5.8,90.3,1206.2,4544.6,3248.1,32.1,40.5,123.78,0.355,-0.805,0.154,-0.099,1.375,-0.515,0.632,1.098,2195.0000000000005
2026-07-27 06:00:00+00:00,908.8,1849.6,5.3,133.2,135.2,0.0,0.0,119.4,0.2,4.7,43.2,14.0,5.5,103.7,1446.6,4582.7,3032.4,37.3,44.3,150.8,0.244,-0.761,0.192,-0.176,1.201,-0.541,0.666,0.825,1650.0
2026-07-27 06:15:00+00:00,717.3,1848.6,5.1,130.9,131.4,0.0,0.0,117.5,0.2,4.7,47.3,15.0,5.5,96.7,1634.0,4571.0,2840.4,41.3,46.8,132.48,0.222,-0.828,0.175,-0.176,1.221,-0.548,0.666,0.732,1464.0
2026-07-27 06:30:00+00:00,557.5,1846.7,5.1,124.1,125.3,0.0,0.0,111.4,0.2,4.7,53.4,15.0,6.3,98.7,1768.7,4523.9,2656.4,44.6,48.6,112.06,0.148,-0.817,0.211,-0.176,1.098,-0.579,0.666,0.552,1103.0000000000002
2026-07-27 06:45:00+00:00,533.1,1846.6,5.1,114.1,117.9,0.0,0.0,111.6,0.2,4.7,57.7,13.7,5.4,103.2,1892.4,4571.6,2576.0,46.7,50.0,91.88,0.009,-0.768,0.305,-0.176,0.908,-0.621,0.666,0.323,646.0000000000001
2026-07-27 07:00:00+00:00,288.1,1844.0,5.1,105.6,111.2,0.0,0.0,104.7,0.2,4.7,65.4,14.0,2.2,119.5,2080.7,4505.5,2305.3,51.7,52.3,108.13,0.115,-0.911,0.196,-0.217,1.093,-0.636,0.533,0.174,346.99999999999994
2026-07-27 07:15:00+00:00,222.3,1847.7,5.1,104.0,114.4,0.0,0.0,100.0,0.2,4.7,66.1,13.7,5.0,127.5,2080.6,4439.7,2231.7,52.7,52.3,87.45,0.154,-0.891,0.23,-0.217,0.963,-0.646,0.533,0.126,252.0
2026-07-27 07:30:00+00:00,97.0,1845.9,5.1,104.1,114.8,0.0,0.0,105.2,0.2,4.7,68.4,13.6,5.3,145.1,2165.7,4401.4,2090.6,55.5,53.3,72.2,0.059,-0.813,0.278,-0.217,0.802,-0.665,0.533,-0.024,-46.99999999999991
2026-07-27 07:45:00+00:00,-44.9,1846.4,5.1,104.3,111.8,0.0,0.0,106.1,0.2,4.7,71.6,13.7,5.3,151.7,2383.3,4440.1,1905.1,60.0,55.5,32.26,0.025,-0.802,0.289,-0.217,0.69,-0.667,0.533,-0.15,-299.00000000000017
2026-07-27 08:00:00+00:00,-177.3,1849.0,5.1,103.6,108.5,0.0,0.0,99.3,0.2,4.6,76.4,14.0,5.5,162.1,2570.8,4485.9,1753.0,63.8,57.3,73.33,0.086,-0.786,0.172,-0.208,0.67,-0.641,0.303,-0.404,-808.0
2026-07-27 08:15:00+00:00,-363.2,1848.9,5.0,103.7,109.2,0.0,0.0,97.3,0.2,4.6,77.7,13.5,5.8,153.7,2667.3,4511.2,1690.3,65.4,58.0,26.33,0.145,-0.816,0.077,-0.208,0.703,-0.621,0.303,-0.418,-835.0
2026-07-27 08:30:00+00:00,-530.4,1850.4,5.1,103.5,108.5,0.0,0.0,104.9,0.2,4.6,80.0,13.8,5.0,149.5,2781.7,4447.3,1516.0,68.8,58.8,20.41,0.077,-0.855,0.129,-0.208,0.619,-0.631,0.303,-0.566,-1132.0000000000002
2026-07-27 08:45:00+00:00,-805.1,1850.6,5.1,103.5,109.0,0.0,0.0,102.7,0.2,4.6,80.2,13.8,4.9,137.0,2960.9,4323.4,1225.5,74.7,60.1,18.08,0.147,-0.938,0.018,-0.208,0.604,-0.598,0.303,-0.673,-1345.0
2026-07-27 09:00:00+00:00,-948.8,1852.0,5.1,103.4,107.4,0.0,0.0,98.0,0.2,4.6,81.1,13.4,5.4,154.4,3034.3,4181.5,992.8,79.4,60.8,50.58,0.107,-0.996,0.013,-0.351,0.626,-0.605,0.116,-1.089,-2179.0
2026-07-27 09:15:00+00:00,-1032.4,1851.8,5.1,103.4,106.8,0.0,0.0,96.6,0.2,4.6,90.5,13.3,5.2,165.1,3065.5,4127.6,897.0,81.4,61.0,45.33,0.055,-1.011,0.015,-0.351,0.611,-0.582,0.116,-1.146,-2292.9999999999995
2026-07-27 09:30:00+00:00,-1061.8,1852.1,5.1,103.5,107.6,0.0,0.0,97.2,0.2,4.6,86.7,13.2,4.8,145.0,3068.0,4124.0,910.9,81.0,60.9,33.79,0.127,-1.026,0.024,-0.351,0.545,-0.577,0.116,-1.14,-2282.0
2026-07-27 09:45:00+00:00,-956.2,1852.9,5.1,103.5,108.6,0.0,0.0,99.1,0.2,4.6,86.2,13.1,4.9,138.1,3113.3,4185.7,934.3,80.8,61.1,15.99,0.269,-1.129,0.002,-0.351,0.665,-0.582,0.116,-1.009,-2018.9999999999998
2026-07-27 10:00:00+00:00,-857.6,1852.3,5.1,103.6,109.6,0.0,0.0,83.7,0.2,4.6,96.4,12.7,5.0,134.1,3005.5,4228.6,1089.0,77.3,60.4,31.41,0.175,-1.117,0.04,-0.432,0.803,-0.585,0.085,-1.032,-2062.9999999999995
2026-07-27 10:15:00+00:00,-1015.8,1853.1,5.1,103.6,107.1,0.0,0.0,90.7,0.2,4.6,88.9,13.4,4.9,144.8,2996.9,4187.6,1045.9,78.1,60.4,29.9,0.274,-1.221,0.019,-0.432,0.86,-0.604,0.085,-1.019,-2038.0000000000002
2026-07-27 10:30:00+00:00,-1069.0,1853.0,5.1,102.4,102.6,0.0,2.2,160.5,0.2,4.6,89.9,14.1,4.0,153.2,2884.2,4118.8,1081.4,76.9,58.9,28.13,0.267,-1.285,0.021,-0.432,0.954,-0.642,0.085,-1.032,-2064.0
2026-07-27 10:45:00+00:00,-954.0,1852.3,5.1,102.2,104.6,0.0,0.0,144.9,0.2,4.6,102.6,12.8,4.9,153.2,2907.6,4231.2,1170.5,75.3,59.1,25.39,0.253,-1.308,0.03,-0.432,1.021,-0.642,0.085,-0.994,-1987.0000000000002
2026-07-27 11:00:00+00:00,-710.9,1852.7,5.1,102.4,105.7,0.0,0.0,103.2,0.2,4.6,94.5,13.7,5.1,155.1,2896.5,4365.5,1313.9,72.8,59.6,28.51,0.333,-1.301,0.019,-0.491,1.166,-0.631,0.135,-0.768,-1538.0
2026-07-27 11:15:00+00:00,-605.9,1852.2,5.1,102.3,105.9,0.0,0.0,100.6,0.2,4.6,103.4,12.7,5.1,162.4,2851.9,4472.8,1458.4,70.2,59.2,25.24,0.404,-1.322,-0.012,-0.491,1.248,-0.628,0.135,-0.664,-1330.0
2026-07-27 11:30:00+00:00,-687.1,1852.1,5.1,102.3,104.4,0.0,0.9,122.0,0.2,4.6,112.8,12.4,5.1,164.5,2781.6,4570.1,1624.0,67.2,58.3,18.74,0.39,-1.289,0.005,-0.491,1.283,-0.636,0.135,-0.601,-1203.9999999999998
2026-07-27 11:45:00+00:00,-450.9,1850.3,5.1,102.5,102.6,0.0,1.3,177.5,0.2,4.6,109.9,12.8,4.6,147.4,2781.2,4582.8,1654.2,66.7,57.7,11.8,0.571,-1.369,-0.107,-0.491,1.361,-0.604,0.135,-0.503,-1006.9999999999999
2026-07-27 12:00:00+00:00,-348.5,1850.7,5.1,102.3,102.3,0.0,0.0,97.2,0.2,4.6,94.9,12.8,5.0,141.3,2793.0,4673.2,1738.9,65.5,58.8,9.01,0.797,-1.408,-0.195,-0.583,1.44,-0.569,0.085,-0.434,-866.9999999999998
2026-07-27 12:15:00+00:00,-418.0,1850.1,5.1,102.2,101.5,0.0,0.0,99.5,0.2,4.6,81.2,12.8,5.5,149.8,2821.7,4637.6,1666.1,66.8,59.2,11.65,0.867,-1.48,-0.19,-0.583,1.462,-0.622,0.085,-0.462,-922.9999999999999
2026-07-27 12:30:00+00:00,-339.9,1851.1,5.1,102.3,103.2,0.0,0.0,99.4,0.2,4.6,76.5,12.8,4.8,147.8,2762.2,4651.7,1741.8,65.3,58.8,11.15,0.948,-1.521,-0.221,-0.583,1.59,-0.638,0.085,-0.341,-680.9999999999998
2026-07-27 12:45:00+00:00,-274.6,1850.0,5.1,102.1,102.6,0.0,0.0,94.5,0.2,4.6,72.0,13.0,5.4,127.3,2693.7,4574.3,1753.3,64.5,58.2,12.01,1.002,-1.48,-0.251,-0.583,1.581,-0.629,0.085,-0.276,-550.9999999999999
2026-07-27 13:00:00+00:00,144.7,1850.2,5.1,102.2,102.0,0.0,0.0,96.7,0.2,4.6,66.9,12.9,5.2,109.6,2599.8,4656.3,1946.9,60.9,57.3,8.0,1.049,-1.379,-0.27,-0.5,1.566,-0.604,0.073,-0.066,-131.0
2026-07-27 13:15:00+00:00,87.1,1849.7,5.1,104.5,101.1,0.0,0.0,98.5,0.2,4.6,56.0,11.6,4.9,114.0,2507.5,4578.3,1956.8,60.1,56.6,10.25,1.096,-1.406,-0.304,-0.5,1.578,-0.582,0.073,-0.046,-90.99999999999977
2026-07-27 13:30:00+00:00,310.8,1850.1,5.1,109.6,101.7,0.0,0.0,99.3,0.2,4.6,51.7,11.9,4.8,125.9,2436.0,4631.1,2069.2,58.2,56.1,11.28,1.064,-1.379,-0.266,-0.5,1.601,-0.578,0.073,0.014,29.000000000000053
2026-07-27 13:45:00+00:00,390.7,1849.5,5.1,114.6,103.2,0.0,0.0,95.1,0.2,4.6,43.5,11.8,5.6,131.9,2069.5,4578.1,2376.8,51.1,52.8,12.31,1.033,-1.272,-0.157,-0.5,1.55,-0.56,0.073,0.166,332.99999999999983
2026-07-27 14:00:00+00:00,401.3,1849.3,5.1,117.7,101.8,0.0,0.0,98.9,0.2,4.6,36.1,11.9,5.7,131.5,1934.6,4539.3,2473.2,48.7,51.4,8.58,0.984,-1.148,-0.103,-0.333,1.454,-0.586,0.112,0.381,761.0000000000001
2026-07-27 14:15:00+00:00,452.6,1849.1,5.2,117.2,102.2,0.0,0.0,97.5,0.2,4.6,29.1,13.1,5.8,156.1,1797.4,4452.0,2498.4,47.1,50.2,33.44,0.967,-1.062,-0.107,-0.333,1.361,-0.574,0.112,0.364,727.9999999999999
2026-07-27 14:30:00+00:00,687.5,1848.8,5.3,116.8,100.9,0.0,0.0,96.5,0.2,4.6,24.3,13.1,4.5,181.6,1571.8,4472.0,2718.6,42.4,47.8,31.57,1.029,-1.154,-0.168,-0.333,1.679,-0.561,0.112,0.604,1207.9999999999998
2026-07-27 14:45:00+00:00,727.7,1845.2,5.4,117.2,101.9,0.0,0.0,99.7,0.2,4.6,41.8,14.3,4.5,193.9,1605.7,4513.7,2714.1,43.1,48.2,118.9,1.049,-1.223,-0.222,-0.333,1.843,-0.555,0.112,0.671,1341.9999999999998
2026-07-27 15:00:00+00:00,916.8,1843.8,5.8,116.8,101.4,0.0,0.0,95.9,0.2,4.6,23.3,15.0,4.3,168.5,1493.2,4586.3,2924.6,39.4,46.6,10.28,1.069,-1.124,-0.279,-0.304,1.92,-0.507,0.022,0.797,1593.9999999999998
2026-07-27 15:15:00+00:00,1192.7,1845.1,5.8,117.8,109.2,0.0,0.0,102.1,0.2,4.6,26.7,14.7,4.7,200.9,1317.7,4647.3,3128.8,35.8,44.4,104.84,1.1,-1.065,-0.28,-0.304,1.918,-0.482,0.022,0.909,1818.0
2026-07-27 15:30:00+00:00,1312.3,1844.8,5.8,121.7,121.3,0.0,0.0,103.0,0.2,4.6,24.6,14.3,4.4,191.3,1236.3,4781.9,3354.4,33.0,42.9,151.43,1.258,-1.186,-0.367,-0.304,2.231,-0.456,0.022,1.199,2397.0000000000005
2026-07-27 15:45:00+00:00,1378.6,1843.8,5.7,126.3,131.2,0.0,0.0,121.4,0.2,4.6,29.1,13.9,4.5,195.0,1245.5,4857.0,3416.6,32.8,42.8,191.35,1.239,-1.224,-0.332,-0.304,2.258,-0.483,0.022,1.176,2352.0
2026-07-27 16:00:00+00:00,1592.3,1842.2,5.6,131.3,143.1,0.0,0.0,131.4,0.2,4.6,38.3,15.0,4.5,196.3,1099.0,4942.8,3647.6,29.4,40.3,131.37,1.261,-1.093,-0.246,-0.192,2.097,-0.43,0.145,1.541,3083.0
2026-07-27 16:15:00+00:00,1782.9,1842.4,5.6,131.6,160.3,0.0,0.0,127.5,0.2,4.6,31.1,15.1,4.8,205.4,819.1,5029.1,4004.7,23.5,35.4,135.84,1.301,-1.01,-0.218,-0.192,2.137,-0.405,0.145,1.758,3516.0
2026-07-27 16:30:00+00:00,1968.3,1842.0,5.6,131.8,171.3,0.0,0.0,139.4,0.2,4.6,42.9,14.0,5.0,207.8,659.7,5102.2,4234.6,20.1,31.8,148.16,1.236,-0.959,-0.175,-0.192,2.225,-0.412,0.145,1.868,3736.0000000000005
2026-07-27 16:45:00+00:00,2114.4,1844.0,5.6,131.8,180.4,0.0,0.0,143.8,0.2,4.6,38.2,15.4,6.0,213.3,454.7,5082.5,4414.5,16.3,27.3,160.7,0.939,-0.765,0.001,-0.192,2.028,-0.475,0.145,1.681,3362.0
2026-07-27 17:00:00+00:00,2444.4,1842.4,5.7,131.9,184.3,0.0,0.0,154.4,0.2,4.5,49.2,16.4,5.4,200.4,326.4,5202.6,4675.8,13.2,23.6,121.27,0.979,-0.72,-0.051,0.03,2.127,-0.411,0.43,2.385,4769.0
2026-07-27 17:15:00+00:00,2524.4,1842.3,5.7,131.8,183.8,0.0,0.0,161.4,0.2,4.5,49.9,16.4,5.7,189.5,231.9,5239.4,4818.1,11.1,20.6,152.16,0.897,-0.62,0.012,0.03,2.039,-0.415,0.43,2.374,4747.0
2026-07-27 17:30:00+00:00,2451.7,1845.5,5.8,131.8,182.8,0.0,0.0,171.8,0.2,4.5,49.7,15.2,6.6,172.2,143.1,5143.4,4828.1,9.3,17.4,162.34,0.777,-0.547,0.083,0.03,1.882,-0.435,0.43,2.22,4439.999999999999
2026-07-27 17:45:00+00:00,2490.7,1845.6,5.7,131.9,182.0,0.0,0.0,175.6,0.2,4.5,41.2,15.4,7.0,173.4,74.9,5113.4,4865.1,8.0,15.4,181.78,0.768,-0.536,0.046,0.03,1.939,-0.365,0.43,2.311,4622.999999999999
2026-07-27 18:00:00+00:00,2673.3,1847.0,7.0,132.0,184.8,0.0,0.0,177.4,0.2,4.5,28.8,16.4,6.5,173.6,40.8,5188.7,4974.3,7.3,14.4,156.26,0.611,-0.542,0.093,0.057,2.119,-0.371,0.518,2.485,4970.000000000001
2026-07-27 18:15:00+00:00,2517.7,1847.2,7.0,131.8,184.4,0.0,0.0,260.5,0.2,4.6,25.7,15.8,6.5,158.1,20.0,5130.5,4952.4,6.6,12.8,173.09,0.54,-0.52,0.106,0.057,2.025,-0.369,0.518,2.357,4714.0
2026-07-27 18:30:00+00:00,2551.6,1846.5,6.9,131.6,185.9,0.0,0.0,264.4,0.2,4.6,28.7,16.2,7.1,125.4,16.6,5109.9,4967.9,6.0,11.6,180.95,0.569,-0.502,0.113,0.057,1.999,-0.33,0.518,2.423,4847.0
2026-07-27 18:45:00+00:00,2530.2,1846.5,6.9,131.5,185.9,0.0,0.0,247.5,0.2,4.6,25.8,15.9,6.6,85.5,16.0,5065.3,4963.8,5.2,10.3,187.05,0.547,-0.482,0.118,0.057,1.956,-0.326,0.518,2.387,4775.0
2026-07-27 19:00:00+00:00,2578.5,1847.7,6.9,131.5,186.9,0.0,0.0,213.7,0.2,4.6,21.7,16.0,6.5,71.7,14.3,5033.6,4947.7,4.9,9.9,183.1,0.554,-0.446,0.131,0.113,1.911,-0.325,0.571,2.509,5018.0
2026-07-27 19:15:00+00:00,2490.9,1848.1,6.9,131.3,186.6,0.0,0.0,191.6,0.2,4.6,28.6,16.6,7.2,62.4,14.1,4931.5,4855.1,4.9,9.6,181.08,0.429,-0.475,0.196,0.113,1.935,-0.392,0.571,2.378,4755.0
2026-07-27 19:30:00+00:00,2394.9,1847.1,6.9,132.0,186.1,0.0,0.0,166.9,0.2,4.6,21.1,16.4,7.0,45.4,14.2,4880.8,4821.2,4.6,9.1,179.78,0.371,-0.46,0.208,0.113,1.975,-0.386,0.571,2.392,4783.999999999999
2026-07-27 19:45:00+00:00,2568.8,1826.6,7.0,132.2,187.2,0.0,0.0,145.3,0.2,4.6,21.0,15.1,7.5,38.2,9.2,4952.3,4904.9,4.2,8.8,173.14,0.322,-0.412,0.216,0.113,2.033,-0.372,0.571,2.471,4942.0
2026-07-27 20:00:00+00:00,2607.4,1783.8,7.0,132.4,181.4,0.0,0.0,178.9,0.2,4.6,21.8,15.1,6.7,41.4,13.7,4995.6,4940.5,4.4,9.1,181.48,0.343,-0.537,0.164,0.087,2.329,-0.386,0.658,2.659,5317.0
2026-07-27 20:15:00+00:00,2622.2,1740.2,7.0,132.4,181.9,0.0,0.0,181.7,0.2,4.6,24.4,15.6,7.2,49.8,12.3,4994.5,4932.5,4.5,9.6,174.01,0.271,-0.528,0.229,0.087,2.319,-0.412,0.658,2.625,5249.000000000001
2026-07-27 20:30:00+00:00,2665.3,1697.4,7.0,132.3,180.3,0.0,0.0,157.6,0.2,4.6,21.1,15.0,6.5,59.2,0.3,4952.3,4892.8,4.5,9.7,175.31,0.168,-0.452,0.245,0.087,2.272,-0.414,0.658,2.565,5129.0
2026-07-27 20:45:00+00:00,2706.6,1655.3,7.0,132.2,178.8,0.0,0.0,170.2,0.2,4.6,21.4,15.3,6.3,63.6,0.5,4941.1,4877.0,4.6,10.0,156.75,0.163,-0.475,0.196,0.087,2.38,-0.403,0.658,2.608,5214.0
2026-07-27 21:00:00+00:00,2688.0,1613.9,7.0,132.3,170.8,0.0,0.0,158.2,0.2,4.6,37.2,16.1,6.3,59.9,0.1,4891.8,4831.7,4.6,10.1,161.72,0.153,-0.47,0.257,-0.003,2.303,-0.416,0.701,2.525,5050.000000000001
2026-07-27 21:15:00+00:00,2607.1,1606.6,7.0,132.0,157.8,0.0,0.0,157.1,0.2,4.6,41.5,15.9,6.2,59.1,0.1,4809.1,4749.8,4.6,10.1,161.57,0.175,-0.557,0.217,-0.003,2.431,-0.446,0.701,2.518,5036.0
