time,generation_cross_border_electricity_trading_mw,generation_nuclear_mw,generation_hydro_run_of_river_mw,generation_biomass_mw,generation_fossil_brown_coal_lignite_mw,generation_fossil_oil_mw,generation_fossil_gas_mw,generation_geothermal_mw,generation_hydro_water_reservoir_mw,generation_others_mw,generation_other_renewables_mw,generation_waste_mw,wind_onshore_generation_mw,solar_generation_mw,load_mw,residual_load_mw,renewable_share_of_load_pct,renewable_share_of_generation_pct,flow_austria_gw,flow_croatia_gw,flow_romania_gw,flow_serbia_gw,flow_slovakia_gw,flow_slovenia_gw,flow_ukraine_gw,flow_sum_gw,net_import_mw
2026-08-10 12:15:00+00:00,-86.9,168.3,3.9,98.3,190.2,0.0,198.3,0.2,4.6,77.3,14.3,13.6,2.8,3879.5,4374.3,492.1,91.7,86.2,0.176,-0.618,0.36,-0.307,0.347,-0.373,0.155,-0.26,-520.0
2026-08-10 12:30:00+00:00,27.9,168.2,4.0,98.4,189.9,0.0,197.9,0.2,4.7,92.6,14.4,14.0,2.3,3836.0,4465.0,626.7,88.8,85.8,0.176,-0.556,0.364,-0.307,0.414,-0.364,0.155,-0.119,-237.00000000000009
2026-08-10 12:45:00+00:00,85.4,167.3,4.0,98.2,190.3,0.0,208.5,0.2,4.7,87.8,13.9,12.7,1.9,3779.0,4493.3,712.3,87.0,85.5,0.139,-0.549,0.374,-0.307,0.478,-0.377,0.155,-0.087,-174.00000000000006
2026-08-10 13:00:00+00:00,132.0,167.2,4.0,98.6,191.0,0.0,253.3,0.2,4.6,70.3,13.9,13.1,5.3,3697.5,4581.2,878.4,83.6,84.8,0.188,-0.509,0.416,-0.234,0.481,-0.35,0.136,0.128,256.0
2026-08-10 13:15:00+00:00,300.3,167.2,4.0,98.5,190.7,0.0,254.9,0.2,4.7,58.6,14.5,14.2,2.7,3600.0,4645.2,1042.5,80.3,84.6,0.251,-0.496,0.432,-0.234,0.538,-0.346,0.136,0.281,562.0
2026-08-10 13:30:00+00:00,493.5,167.0,4.1,98.7,203.6,0.0,266.4,0.2,4.6,78.9,14.5,13.1,1.6,3439.4,4727.0,1286.0,75.5,83.2,0.19,-0.435,0.427,-0.234,0.662,-0.349,0.136,0.397,794.0
2026-08-10 13:45:00+00:00,457.0,167.2,4.0,98.8,202.2,0.0,356.0,0.2,4.7,114.4,14.6,13.0,4.0,3301.4,4767.3,1461.9,72.0,80.2,0.173,-0.406,0.389,-0.234,0.727,-0.337,0.136,0.448,895.9999999999999
2026-08-10 14:00:00+00:00,923.0,167.1,4.0,98.7,204.2,0.0,257.7,0.2,4.6,55.6,14.8,13.4,5.8,3163.8,4908.2,1738.7,67.2,82.7,0.285,-0.226,0.4,-0.088,0.698,-0.242,0.026,0.854,1706.9999999999998
2026-08-10 14:15:00+00:00,1264.4,167.0,4.0,99.5,203.7,0.0,279.2,0.2,4.7,68.2,14.3,14.3,7.5,2986.8,4991.9,1997.6,62.6,81.2,0.379,-0.205,0.278,-0.088,0.951,-0.206,0.026,1.135,2270.0
2026-08-10 14:30:00+00:00,1320.8,167.2,4.0,103.9,217.3,0.0,514.9,0.2,4.7,90.4,13.3,18.7,7.0,2813.3,5119.2,2299.0,57.7,74.7,0.297,-0.232,0.179,-0.088,1.172,-0.193,0.026,1.162,2322.9999999999995
2026-08-10 14:45:00+00:00,1359.1,167.2,4.0,106.2,236.2,0.0,583.6,0.2,4.6,127.7,13.3,15.3,8.5,2612.9,5250.9,2629.5,52.5,71.1,0.447,-0.258,0.047,-0.088,1.42,-0.106,0.026,1.489,2977.0
2026-08-10 15:00:00+00:00,1569.0,167.3,4.0,107.3,278.2,1.3,651.3,0.2,4.7,65.9,14.4,15.2,8.9,2418.2,5348.4,2921.3,48.0,68.6,0.547,-0.07,0.02,0.031,1.402,-0.027,-0.216,1.687,3374.0
2026-08-10 15:15:00+00:00,1793.5,167.2,4.1,107.6,312.3,0.0,810.8,0.2,4.6,62.2,14.8,15.3,6.5,2155.7,5473.9,3311.6,42.0,62.9,0.663,-0.027,-0.09,0.031,1.504,0.058,-0.216,1.924,3846.9999999999995
2026-08-10 15:30:00+00:00,2237.2,167.4,4.1,107.5,329.7,0.0,860.6,0.2,4.6,76.0,14.9,15.6,3.3,1840.5,5631.9,3788.1,35.2,57.9,0.717,0.02,-0.055,0.031,1.621,0.096,-0.216,2.213,4427.0
2026-08-10 15:45:00+00:00,2442.2,168.0,4.2,107.5,341.0,0.0,962.6,0.2,4.6,138.3,14.2,15.7,1.6,1550.9,5745.9,4193.4,29.4,51.1,0.695,-0.006,0.025,0.031,1.72,0.045,-0.216,2.295,4588.999999999999
2026-08-10 16:00:00+00:00,2897.5,193.8,4.6,107.5,364.8,0.0,1017.4,0.2,4.6,56.4,15.2,15.7,3.9,1251.1,5853.9,4598.9,23.8,46.0,0.74,-0.096,-0.135,0.112,2.191,0.079,0.147,3.038,6076.0
2026-08-10 16:15:00+00:00,3259.2,209.1,4.6,107.6,373.3,0.0,1039.5,0.2,4.7,53.0,15.0,15.5,2.7,954.9,5969.3,5011.7,18.4,39.5,0.69,0.042,-0.016,0.112,2.124,0.094,0.147,3.193,6385.999999999999
2026-08-10 16:30:00+00:00,3549.6,224.9,4.6,107.4,372.8,0.0,1047.5,0.2,4.6,75.3,15.0,14.4,4.2,718.7,6055.7,5332.9,14.2,33.3,0.722,0.103,0.01,0.112,2.154,0.124,0.147,3.371,6743.0
2026-08-10 16:45:00+00:00,3433.2,240.5,4.5,107.3,372.2,0.0,1077.2,0.2,4.7,277.6,15.1,15.3,4.4,511.7,6096.5,5580.4,10.8,24.9,0.67,0.11,0.015,0.112,2.186,0.117,0.147,3.357,6714.0
2026-08-10 17:00:00+00:00,3701.8,255.6,5.5,107.2,375.4,0.0,1134.5,0.2,4.6,231.7,15.4,15.3,9.7,364.2,6160.1,5786.2,8.4,20.4,0.546,0.135,0.089,0.193,2.328,0.081,0.2,3.574,7146.0
2026-08-10 17:15:00+00:00,3648.3,270.6,5.6,107.5,375.4,0.1,1136.5,0.2,4.6,304.4,15.7,16.0,10.3,277.5,6156.7,5868.8,7.0,17.0,0.573,0.168,0.074,0.193,2.319,0.099,0.2,3.626,7252.000000000001
2026-08-10 17:30:00+00:00,3640.9,285.6,5.6,108.1,374.9,0.2,1147.1,0.2,4.6,423.8,15.8,15.5,9.8,207.8,6136.3,5918.7,5.9,13.8,0.629,0.153,0.024,0.193,2.277,0.124,0.2,3.601,7201.000000000001
2026-08-10 17:45:00+00:00,3658.8,301.1,5.6,107.8,375.8,0.0,1139.9,0.2,4.6,403.6,15.8,15.8,10.0,158.7,6150.6,5981.9,5.1,12.2,0.638,0.168,0.048,0.193,2.256,0.128,0.2,3.632,7263.0
2026-08-10 18:00:00+00:00,3571.7,316.7,5.6,108.4,376.1,0.0,1147.9,0.2,4.7,411.3,16.3,15.2,8.0,129.9,6109.3,5971.4,4.6,11.0,0.674,0.126,0.019,0.168,2.283,0.143,0.146,3.559,7118.0
2026-08-10 18:15:00+00:00,3494.5,332.1,5.6,108.4,376.7,3.0,1164.8,0.2,4.6,430.0,16.4,15.3,8.6,67.8,6034.1,5957.6,3.6,8.7,0.671,0.126,0.052,0.168,2.199,0.136,0.146,3.498,6996.0
2026-08-10 18:30:00+00:00,3528.7,347.8,5.6,109.5,374.1,7.7,1167.2,0.2,4.6,446.6,16.8,15.1,10.7,52.4,6055.4,5992.3,3.4,8.1,0.714,0.123,0.023,0.168,2.19,0.146,0.146,3.51,7020.0
2026-08-10 18:45:00+00:00,3525.4,363.4,5.6,109.4,375.4,0.0,1150.3,0.2,4.6,383.4,16.9,16.1,14.2,46.8,5989.4,5928.4,3.4,8.3,0.715,0.105,0.009,0.168,2.219,0.136,0.146,3.499,6997.0
2026-08-10 19:00:00+00:00,3542.2,374.1,5.6,110.5,378.2,0.0,1122.2,0.2,4.6,304.1,16.8,16.3,11.2,37.5,5913.6,5864.9,3.3,8.2,0.721,0.013,0.01,0.136,2.257,0.107,0.362,3.605,7211.0
2026-08-10 19:15:00+00:00,3677.3,374.3,5.6,111.8,376.3,0.0,1110.2,0.2,4.7,134.3,16.6,16.0,12.0,35.1,5823.9,5776.8,3.3,8.8,0.688,-0.03,0.056,0.136,2.328,0.068,0.362,3.608,7216.0
2026-08-10 19:30:00+00:00,3659.4,374.1,5.7,112.3,376.9,0.0,1056.4,0.2,4.6,80.2,16.8,15.6,12.7,31.8,5696.4,5651.9,3.4,9.2,0.696,-0.019,-0.003,0.136,2.339,0.062,0.362,3.573,7146.0
2026-08-10 19:45:00+00:00,3569.0,375.3,5.7,112.1,377.8,0.0,1008.4,0.2,4.6,58.6,16.6,15.3,10.2,31.2,5577.0,5535.7,3.4,9.3,0.686,-0.035,-0.057,0.136,2.359,0.062,0.362,3.513,7026.0
2026-08-10 20:00:00+00:00,3560.6,388.2,5.7,112.4,362.9,0.0,995.5,0.2,4.6,84.1,16.8,14.9,10.4,31.4,5576.3,5534.5,3.4,9.3,0.741,-0.217,-0.095,0.081,2.461,0.076,0.487,3.535,7069.000000000001
2026-08-10 20:15:00+00:00,3575.7,399.4,5.6,112.0,359.4,0.0,974.2,0.2,4.6,71.5,16.8,15.3,10.2,31.1,5561.3,5520.0,3.4,9.4,0.708,-0.22,-0.088,0.081,2.463,0.05,0.487,3.481,6962.0
2026-08-10 20:30:00+00:00,3463.7,408.1,5.6,111.9,360.4,0.0,950.4,0.2,4.6,49.5,16.8,15.4,28.4,30.9,5450.3,5391.0,3.8,10.4,0.68,-0.254,-0.133,0.081,2.509,0.051,0.487,3.422,6843.0
2026-08-10 20:45:00+00:00,3399.2,410.8,5.6,111.7,358.4,0.0,937.8,0.2,4.6,54.5,16.8,15.4,45.1,30.9,5379.2,5303.1,4.1,11.2,0.665,-0.287,-0.176,0.081,2.685,0.052,0.487,3.507,7014.0
2026-08-10 21:00:00+00:00,3470.2,413.8,5.6,112.1,348.1,0.0,935.5,0.2,4.6,30.5,16.6,14.8,53.9,30.9,5322.8,5238.0,4.3,11.8,0.525,-0.294,-0.144,0.047,2.702,-0.0,0.465,3.3,6600.999999999999
2026-08-10 21:15:00+00:00,3393.0,414.9,5.6,112.0,332.6,0.0,922.8,0.2,4.6,25.3,15.5,14.5,48.3,31.0,5236.2,5156.9,4.3,11.6,0.465,-0.287,-0.129,0.047,2.726,-0.03,0.465,3.257,6514.0
2026-08-10 21:30:00+00:00,3351.4,416.8,5.6,112.1,319.0,0.0,925.7,0.2,4.6,25.6,15.7,14.8,46.0,30.8,5151.9,5075.0,4.3,11.6,0.455,-0.3,-0.152,0.047,2.74,-0.025,0.465,3.231,6461.0
2026-08-10 21:45:00+00:00,3138.9,417.7,5.6,114.0,300.9,0.0,928.3,0.2,4.6,24.6,16.8,15.5,49.7,30.9,5050.6,4969.9,4.5,12.0,0.465,-0.326,-0.19,0.047,2.767,-0.005,0.465,3.223,6446.0
